,t_stat,p_val
"[7,140]",-3.2783052658841,0.0010557052950892886
"[7,141]",-0.5063797026025489,0.6126256723148567
"[7,142]",0.03903290419930441,0.9688666362235215
"[7,143]",-1.765922564244552,0.07750600282200898
"[7,144]",-1.0641932566300045,0.28732298973136616
"[7,145]",-6.361181296640635,2.2928100302256474e-10
"[7,146]",-5.738100740220105,1.0485170961331094e-08
"[7,147]",1.5195994634427858,0.12871235248546561
"[7,148]",1.4387885503094633,0.1503101082990965
"[7,149]",-6.933864413593469,4.950417024701661e-12
"[7,150]",-5.722824584129612,1.1462624021501103e-08
"[7,151]",-0.6912995394438393,0.48942842587148794
"[7,152]",-1.8673876486159877,0.06194057556674621
"[7,153]",2.226232620956714,0.02606930699190322
"[7,154]",2.1926685904519836,0.028404392450778693
"[7,155]",-3.181622913356462,0.00147880929320776
"[7,156]",-4.631719941647238,3.7737322919669553e-06
"[7,157]",-4.370927357312225,1.2773286853655324e-05
"[7,158]",-4.054057010663888,5.155907652663257e-05
"[7,159]",-4.693781949444255,2.7967730175295903e-06
"[7,160]",-5.284611048911611,1.345796598633632e-07
"[7,161]",-7.0786226438645885,1.788354176769321e-12
"[7,162]",-7.986084238174527,1.9365754380281e-15
"[7,163]",-8.309924868009478,1.4073319477492086e-16
"[7,164]",-8.394893453387816,6.961077204256502e-17
"[7,165]",-1.953863894542421,0.050805979486903095
"[7,166]",-2.8130350443473495,0.004938143230048604
"[7,167]",-2.983576101696212,0.0028709546231735867
"[7,168]",-2.033560396711954,0.04207985959764198
"[7,169]",-5.172774635862933,2.4511693535061427e-07
"[7,170]",-6.461866399937933,1.19453747245836e-10
"[7,171]",-7.180577863556556,8.627911297953104e-13
"[7,172]",-6.386569382279971,1.9469572805246778e-10
"[7,173]",-4.199604933050945,2.7481392143874125e-05
"[7,174]",-6.934598454027111,4.925167698019341e-12
"[7,175]",2.1206258961314304,0.034031483704135466
"[7,176]",2.5891090726734345,0.009666878887354556
"[7,177]",3.6411660166447146,0.0002757872372747278
"[7,178]",-0.3467181789668624,0.7288262845785503
"[7,179]",-0.6610553080962082,0.5086253431577872
"[7,180]",-3.47832797978994,0.0005114101124382862
"[7,181]",-2.7551095952880584,0.005901086405723308
"[7,182]",-3.0950759220312603,0.001984962619753308
"[7,183]",-4.19859943510937,2.7602994326532214e-05
"[7,184]",-4.915568797703465,9.306573085505686e-07
"[7,185]",-3.78643029456518,0.00015568730022828432
"[7,186]",-1.9308057238399785,0.053597008125925584
"[7,187]",2.0577783374272025,0.039693793567713104
"[7,188]",2.7542172246963776,0.005917161894939397
"[7,189]",-2.1807772724902508,0.029273871547375194
"[7,190]",-1.5790097129232397,0.11443455481062333
"[7,191]",-2.8431225220527025,0.004496256366920116
"[7,192]",-2.6022090265786786,0.00930607007445778
"[7,193]",-0.7515298604986289,0.45239015961342754
"[7,194]",-1.797614519678254,0.07233415568509578
"[7,195]",-3.8182227331681906,0.00013701342165467324
"[7,196]",-4.088448758066341,4.451578430996884e-05
"[7,197]",-3.3513458706736565,0.0008137108297819303
"[7,198]",-3.378695242740815,0.0007371871604537452
"[7,199]",-3.2120723337351236,0.0013311273300666555
"[7,200]",-2.710338933769386,0.006757993771342708
"[7,201]",-4.303459179572627,1.7328768614209985e-05
"[7,202]",-4.578960671965428,4.854471812722869e-06
"[7,203]",1.670852117714644,0.09485054601600724
"[7,204]",2.833520321130635,0.0046332242706616554
"[7,205]",-0.21441633714066577,0.8302363255667945
"[7,206]",-1.7135307774427422,0.08671363910940501
"[7,207]",-4.393143914383554,1.1541872048476118e-05
"[7,208]",-4.2972601486672195,1.781744473966211e-05
"[7,209]",-3.3333600319919077,0.000867986746902792
"[7,210]",-2.9590066457231687,0.0031093876312726387
"[7,211]",0.3760902343611542,0.7068752217296
"[7,212]",-0.1567411960096409,0.8754588953953273
"[7,213]",-3.0646718715301975,0.0021976056659946423
"[7,214]",-5.167949699964178,2.514734302212302e-07
"[7,215]",-1.6665619119369557,0.09570128264813227
"[7,216]",-0.9625238684236977,0.3358606351147573
"[7,217]",-3.8432384735691985,0.00012382611012589877
"[7,218]",-4.416872568466557,1.0352149545370612e-05
"[7,219]",-3.5189081758133316,0.0004394782952322128
"[7,220]",0.6298159199487946,0.5288608530049315
"[7,221]",-0.5224287678694821,0.6014086852788516
"[7,222]",-0.06397788489756397,0.9489919083986751
"[7,223]",4.8190880048387825,1.5105853361284497e-06
"[7,224]",3.4064584242680604,0.0006663889622354377
"[7,225]",-2.525698208282975,0.011595669436952184
"[7,226]",-2.6213621586333504,0.008800168754279136
"[7,227]",-1.9529919541936156,0.05090926126081464
"[7,228]",-3.6594137023542412,0.0002569513696406176
"[7,229]",0.5825014620493951,0.5602707809419647
"[7,230]",-0.08224364633811192,0.9344582081912036
"[7,231]",4.726745082539736,2.3818172385228364e-06
"[7,232]",5.312638305114508,1.155896826146557e-07
"[7,233]",0.5611838833472531,0.5747122337214143
"[7,234]",-5.133843226461305,3.0117329032277907e-07
"[7,235]",-2.8718001757300855,0.004108760703082401
"[7,236]",-5.269454693585135,1.460726507310188e-07
"[7,237]",4.27496630569395,1.968572088015547e-05
"[7,238]",0.48052473068635393,0.6308877980393075
"[7,239]",-2.4947156712093506,0.012656815262821884
"[7,240]",-2.054414969824808,0.040018139543760614
"[7,241]",0.3778718754472115,0.7055513170840721
"[7,242]",5.948336476267443,3.007118608088924e-09
"[7,243]",4.216446248528773,2.5518862018034073e-05
"[7,244]",1.8393017896434258,0.06596516896236652
"[7,245]",-4.473602388519946,7.964229717342432e-06
"[7,246]",-0.7614104621716317,0.4464691196571906
"[8,9]",-1.8730991244782424,0.06114753315158722
"[8,10]",-2.9404053982076275,0.0033017677761365484
"[8,11]",-1.5653190103828096,0.11760889505293891
"[8,12]",-2.5979860525489675,0.009421047166891357
"[8,13]",1.614212674595828,0.10658178036600616
"[8,14]",0.304713227599233,0.7606047682345305
"[8,15]",-2.175817099336447,0.02964326976896784
"[8,16]",-1.7371956486105058,0.0824506991627238
"[8,17]",0.399791110349913,0.6893375715268865
"[8,18]",-1.4391766467652767,0.150200154629386
"[8,19]",-0.8271434765372498,0.4082185967304717
"[8,20]",-1.4017831513227166,0.16107885032536315
"[8,21]",1.7217598239939118,0.08521152276843533
"[8,22]",1.070489394742869,0.2844813567269239
"[8,23]",-0.04307842848726191,0.9656417539268419
"[8,24]",-0.39454308809454186,0.6932069170080903
"[8,25]",-4.567526761798352,5.1250075927836305e-06
"[8,26]",-6.358970588649651,2.3256216922439792e-10
"[8,27]",3.289776466901348,0.0010137401146618661
"[8,28]",3.030938038363299,0.002457844208391613
"[8,29]",-2.977939529489394,0.0029241287946086105
"[8,30]",-4.019848172292746,5.9604461487368794e-05
"[8,31]",-1.1403833371723313,0.2542136053591275
"[8,32]",-1.104710696700268,0.26936960923591496
"[8,33]",-2.195445961885335,0.028204551060189154
"[8,34]",-1.8505685869257733,0.06432550885267807
"[8,35]",0.6910458650526063,0.4895878013311922
"[8,36]",-0.6932925061244264,0.4881772818503761
"[8,37]",-0.11975376554430146,0.9046858691446856
"[8,38]",-1.061103427819339,0.2887245074574798
"[8,39]",-5.675526488782377,1.5084383166370844e-08
"[8,40]",-5.188069746139583,2.2597664690201984e-07
"[8,41]",1.452837564786509,0.14636878099108414
"[8,42]",2.844902633547385,0.004471271482492751
"[8,43]",-0.03899572153993422,0.9688962787559284
"[8,44]",0.8474573980079765,0.3968048118161015
"[8,45]",4.147494860058311,3.4503916925210494e-05
"[8,46]",2.2272220088054597,0.026003070949651076
"[8,47]",-0.989683620494572,0.3224050391146758
"[8,48]",-1.0969579095568525,0.27274390909119073
"[8,49]",-3.105356785297541,0.0019174477832232752
"[8,50]",-2.0556949319324938,0.03989444238430336
"[8,51]",0.0763061167944232,0.9391804208032959
"[8,52]",0.5795111484688036,0.562285899839157
"[8,53]",0.3287373163088349,0.7423761681858365
"[8,54]",-0.9534341317216605,0.3404435431442826
"[8,55]",-4.647593200841973,3.4965732000082707e-06
"[8,56]",-4.459078448987813,8.519739664595372e-06
"[8,57]",-1.5631239039583842,0.11812422516415251
"[8,58]",0.8481708748974529,0.39640746426163564
"[8,59]",-2.972329792651188,0.0029779411954462347
"[8,60]",-3.476697541397081,0.0005145177995156291
"[8,61]",-1.4830955763086275,0.1381493771060955
"[8,62]",-1.8200090585698785,0.06885279046691886
"[8,63]",-2.186325548781751,0.028865377428204803
"[8,64]",-3.2935699407257246,0.0010002059202847248
"[8,65]",-1.515169368608359,0.12983017065889674
"[8,66]",-4.071898896523237,4.778279088265638e-05
"[8,67]",0.6444096796633143,0.5193568801567863
"[8,68]",1.2725816717720977,0.20326074720044973
"[8,69]",0.02601693076015535,0.9792454874686305
"[8,70]",-0.6574971688471168,0.5109094834435608
"[8,71]",-3.4103758828963415,0.0006569244154054678
"[8,72]",-4.583265413950997,4.756208162962689e-06
"[8,73]",-2.584056561933271,0.009809339399118815
"[8,74]",-4.78103483991908,1.8241626327675586e-06
"[8,75]",-2.262532292209592,0.023732584820595384
"[8,76]",-2.5834592948211537,0.009826303041896642
"[8,77]",-4.017439298306364,6.021368353656571e-05
"[8,78]",-5.65335540929645,1.714382818852925e-08
"[8,79]",-1.873859743107593,0.061042558372923786
"[8,80]",-1.6348095978600388,0.10218920534426222
"[8,81]",-0.31304171881403237,0.7542697568303168
"[8,82]",-0.6706205238780479,0.5025116253809038
"[8,83]",-3.24731085038069,0.0011772677084308596
"[8,84]",-2.404600006634858,0.016247727219356297
"[8,85]",-3.277065081257883,0.0010603373272569413
"[8,86]",-3.7275262750792644,0.00019677887002855665
"[8,87]",-1.9445861713891321,0.051913983158950086
"[8,88]",-1.8239204435018495,0.06825910602418446
"[8,89]",-4.645422494435094,3.533288570602797e-06
"[8,90]",-4.990915797006389,6.336656931634942e-07
"[8,91]",-0.4043637336462899,0.6859728050044004
"[8,92]",0.4665918754664889,0.6408242702875885
"[8,93]",-3.4562945351959162,0.0005549253481205675
"[8,94]",-2.012967196035879,0.04420327958947825
"[8,95]",-2.9728019801297054,0.0029733770517997764
"[8,96]",-3.63239113435448,0.0002852989542419227
"[8,97]",-0.9588608142620086,0.3377026909186529
"[8,98]",-0.11733659012588528,0.9066008349453915
"[8,99]",-0.31445516581123634,0.7531962546077782
"[8,100]",-1.9351459380780263,0.05306208213380438
"[8,101]",-0.6118772357496923,0.5406632839122427
"[8,102]",-2.198700668782679,0.027971907412682063
"[8,103]",-2.6987574334109676,0.006997152596295191
"[8,104]",-2.138615633339259,0.03254375564063949
"[8,105]",-0.3865187167754949,0.699138733301512
"[8,106]",-1.223330856167355,0.22129655382762398
"[8,107]",-0.41508068811750115,0.6781111949066237
"[8,108]",-0.8156650369936357,0.4147536077713988
"[8,109]",0.8027759289954896,0.42216501429506814
"[8,110]",0.47219272623170694,0.6368220441736715
"[8,111]",0.4792707166598327,0.6317794273941669
"[8,112]",2.6669166141030867,0.007694344407761214
"[8,113]",2.856477643539361,0.004311856343916968
"[8,114]",1.1764292517353983,0.23951256556049794
"[8,115]",2.5202022769233494,0.01177793578971119
"[8,116]",0.9796620970197845,0.3273284136532151
"[8,117]",1.1895599178711393,0.23430934734318204
"[8,118]",1.645228424260019,0.1000228039801064
"[8,119]",-1.5072773286587984,0.13184018235387307
"[8,120]",1.1958904393942604,0.2318296158494622
"[8,121]",-1.6213469832778993,0.10504364557285184
"[8,122]",-2.5342147184176675,0.011318173411525528
"[8,123]",-2.3910469376903545,0.016858954535442568
"[8,124]",-4.737597169140541,2.258647616929356e-06
"[8,125]",-2.422852280854528,0.015455398668815408
"[8,126]",-3.416639016666664,0.0006420521697924111
"[8,127]",-0.3753560155772369,0.7074210646484804
"[8,128]",-0.6725575724186373,0.5012782891965583
"[8,129]",-2.846675008139546,0.00444652029694837
"[8,130]",-3.845782372527745,0.0001225542934724753
"[8,131]",-5.281860578285718,1.3659819211200168e-07
"[8,132]",-5.578298850083068,2.634942405542962e-08
"[8,133]",-1.0294946910654972,0.3033265655892482
"[8,134]",-2.5415588945952896,0.011083629394866082
"[8,135]",-0.33742684390981387,0.7358177051214085
"[8,136]",-0.7279040201231108,0.46672661594622544
"[8,137]",1.0010092345438661,0.31689947622293896
"[8,138]",1.4416678019831484,0.14949583282703882
"[8,139]",-0.7728392582513124,0.43967568584719574
"[8,140]",-1.6488107575188333,0.0992864458689815
"[8,141]",-1.5659564972335018,0.11745956785155273
"[8,142]",0.1785224846383406,0.8583241813844907
"[8,143]",-0.787501450804639,0.43104781755753496
"[8,144]",-0.09336363604478944,0.9256206349742793
"[8,145]",-2.734907487494256,0.006274826593371417
"[8,146]",-3.111640458716133,0.0018772282120276353
"[8,147]",1.2495183010425341,0.2115686930049885
"[8,148]",1.7586872459021252,0.07872804312282758
"[8,149]",-4.561221123438017,5.280323300712401e-06
"[8,150]",-4.093138344444855,4.362930087232162e-05
"[8,151]",-0.30556825687058153,0.7599536474686014
"[8,152]",-0.593067569682013,0.5531786443797414
"[8,153]",3.052203856846088,0.002290694005522279
"[8,154]",3.694822245682389,0.0002237943633939032
"[8,155]",-0.27924619176939464,0.7800742876615313
"[8,156]",-0.969274533557212,0.3324828842721841
"[8,157]",-0.936010256748078,0.3493398867905376
"[8,158]",-0.7688384760651978,0.44204702743816604
"[8,159]",-1.9418418269222149,0.052245580203560085
"[8,160]",-2.543444075466208,0.011024125239292379
"[8,161]",-4.586167613137746,4.691038924152202e-06
"[8,162]",-4.291102575324835,1.8315839422657855e-05
"[8,163]",-5.325405536878936,1.0782511717297461e-07
"[8,164]",-5.1566293515166075,2.670187447710257e-07
"[8,165]",-1.8307459572850737,0.06723319241196235
"[8,166]",-2.7159417886886605,0.006644953940534822
"[8,167]",-1.8935083177357843,0.058382151771627595
"[8,168]",-2.336128672724493,0.019547147654473566
"[8,169]",-2.9707340929866755,0.0029934125221328625
"[8,170]",-5.588042829285446,2.4926912929610756e-08
"[8,171]",-3.262369180048782,0.0011166767588686375
"[8,172]",-2.637180023941648,0.00840105266279608
"[8,173]",-2.538868872326483,0.011169031966681854
"[8,174]",-5.057500219024938,4.491670785365926e-07
"[8,175]",1.9269873783638667,0.05407133248993197
"[8,176]",3.1143361071589246,0.0018602131579104977
"[8,177]",5.150230606227376,2.7621222255733314e-07
"[8,178]",1.4856806330441399,0.13746400377208717
"[8,179]",-0.8018735055888646,0.42268681245915096
"[8,180]",-4.11044414035289,4.050077804506676e-05
"[8,181]",-1.2348414332552697,0.21698191776178477
"[8,182]",-1.5747260612477159,0.11542043154542259
"[8,183]",-2.6215955482171487,0.008794158759139366
"[8,184]",-3.5749343634195956,0.00035559301536991484
"[8,185]",-1.6451202230398412,0.10004511263052211
"[8,186]",-0.33088187242065326,0.740755792728671
"[8,187]",3.2589396546601628,0.0011302170073769476
"[8,188]",3.1073534999576378,0.0019045825086971772
"[8,189]",-1.629105291725785,0.10339104158958042
"[8,190]",-0.5793205442068432,0.5624144632864385
"[8,191]",-1.8072780618017845,0.07081460539744047
"[8,192]",-1.4853160588007208,0.13756050375615644
"[8,193]",0.5611408693496089,0.5747415505224501
"[8,194]",-0.8939280261429625,0.3714289115067244
"[8,195]",-2.615246008798657,0.008958979632824129
"[8,196]",-2.9630975481371182,0.003068474316388416
"[8,197]",-2.021237796224732,0.043339844863035104
"[8,198]",-1.51260004032906,0.13048191925126473
"[8,199]",-2.1354176131705493,0.032804080406442844
"[8,200]",-1.1589268301729254,0.2465741385153484
"[8,201]",-1.9680981467308865,0.04914460485276744
"[8,202]",-2.220564375551431,0.026451595609849426
"[8,203]",2.711828421643786,0.006727775241528164
"[8,204]",4.047179248054943,5.308898446648883e-05
"[8,205]",0.9955816716744411,0.31953015714395944
"[8,206]",-0.18167822602239592,0.855846981277822
"[8,207]",-3.663716105976446,0.00025268962260611934
"[8,208]",-3.124995780453423,0.0017943081938126256
"[8,209]",-2.3118234654590295,0.02085182504093603
"[8,210]",-1.7486925541040566,0.08044189044210455
"[8,211]",2.7228008101379575,0.006508887618653999
"[8,212]",1.1953734909264353,0.23203140824107185
"[8,213]",-2.271947198293006,0.023157055976576166
"[8,214]",-3.2855156534423235,0.001029143779654607
"[8,215]",0.8386164995740499,0.40174838307398697
"[8,216]",1.828397710556324,0.06758470516807838
"[8,217]",-1.800981935493225,0.07180163986661421
"[8,218]",-2.4679907156048793,0.013640310897534737
"[8,219]",-1.886601864074207,0.059306083635207486
"[8,220]",1.3347194096086767,0.1820649678130196
"[8,221]",-0.3049963675306044,0.7603891330704677
"[8,222]",-1.0138805023860098,0.31071789257613996
"[8,223]",5.548985087395858,3.1120524524611595e-08
"[8,224]",4.047711403073089,5.2969091041408936e-05
"[8,225]",-1.5166603385075323,0.12945312480617102
"[8,226]",-1.8934497847254876,0.058389931648460666
"[8,227]",-2.1906344829372366,0.028551526590449943
"[8,228]",-5.473886424769438,4.749013155660046e-08
"[8,229]",-0.20485731537491722,0.837696883049535
"[8,230]",0.8443355144615176,0.3985462683625548
"[8,231]",6.101003516952882,1.1828288029793372e-09
"[8,232]",4.568275138435868,5.1068673814979846e-06
"[8,233]",-0.35720937607400444,0.7209590721952184
"[8,234]",-6.0767118083455625,1.3741616803454383e-09
"[8,235]",-1.1388898953003073,0.254835959606417
"[8,236]",-5.329564239259691,1.0540681171822466e-07
"[8,237]",4.737285074703745,2.2621027766715974e-06
"[8,238]",-1.4158359563666192,0.15692271956565398
"[8,239]",-1.8662618029124525,0.06209790049882399
"[8,240]",-2.373360504496059,0.01768690538443827
"[8,241]",0.881387616318282,0.3781755179268207
"[8,242]",5.180729329883325,2.349748348922069e-07
"[8,243]",5.276450432942957,1.4065446453846713e-07
"[8,244]",0.22022396895750723,0.8257110466872992
"[8,245]",-3.986966260838468,6.844793531084275e-05
"[8,246]",-2.383673859792781,0.017199879289115347
"[9,10]",-8.262657167591739,2.0759423603796426e-16
"[9,11]",1.2938605507940253,0.1958087529291073
"[9,12]",0.8068968306132114,0.4197870370561705
"[9,13]",0.9588510007171295,0.3377076346044876
"[9,14]",0.04209260844827251,0.966427548781412
"[9,15]",0.589335232526198,0.5556788120490656
"[9,16]",1.2851257911653466,0.1988431131276542
"[9,17]",1.4632627553151125,0.1434955841209056
"[9,18]",2.09714212274485,0.03606077685514182
"[9,19]",1.5275543463962513,0.12672394417889435
"[9,20]",1.937940746743221,0.052719993167928615
"[9,21]",5.005568636240928,5.876611892632795e-07
"[9,22]",5.160350600267785,2.618089266722505e-07
"[9,23]",0.6884353811808038,0.4912295068985989
"[9,24]",2.384332862232622,0.01716916325354949
"[9,25]",-0.7506485628364525,0.45292043287616746
"[9,26]",-1.125951858404884,0.26027194488706734
"[9,27]",3.237848514983986,0.0012168819266102076
"[9,28]",3.808662448782118,0.00014239432450271174
"[9,29]",-0.06838067917406726,0.9454869554976119
"[9,30]",-0.7207888788772336,0.4710930758764761
"[9,31]",1.2393793269349258,0.2152976781734775
"[9,32]",2.457933473174537,0.014027560134787849
"[9,33]",-0.14975873465122114,0.8809645851492712
"[9,34]",1.4854732735197462,0.13751888382856736
"[9,35]",2.637961017223535,0.008381773061207676
"[9,36]",3.0407786529195024,0.002379155329889782
"[9,37]",2.401051090143069,0.0164058664844911
"[9,38]",2.3905586033349926,0.016881349793027113
"[9,39]",-1.4853250023118028,0.1375581358528139
"[9,40]",-0.8949305424302759,0.37089281235477045
"[9,41]",-2.371757979825167,0.01776365670960435
"[9,42]",-0.12206287161692604,0.9028570370617631
"[9,43]",1.1811291399749515,0.2376408781400831
"[9,44]",1.9030001467923643,0.057131899824143975
"[9,45]",6.766992185557878,1.5624536437621904e-11
"[9,46]",4.879790033478633,1.114916758137618e-06
"[9,47]",-1.5610133011330973,0.11862138641339283
"[9,48]",-2.3316452271499837,0.019782305897333645
"[9,49]",-4.1701302675437075,3.126620618813981e-05
"[9,50]",-2.0634083149867104,0.03915586268501375
"[9,51]",1.8727630420515498,0.06119396431142103
"[9,52]",3.156216052981405,0.0016134399800184743
"[9,53]",-2.9335695883840014,0.0033751489799353556
"[9,54]",-4.529680672268625,6.1273340225259445e-06
"[9,55]",-3.792330601038292,0.00015204982020915284
"[9,56]",-3.027253697614422,0.0024879133837396408
"[9,57]",-6.874438308299237,7.476567987137139e-12
"[9,58]",-4.933045774588235,8.516813042544018e-07
"[9,59]",-9.294232964848623,2.6933922758987065e-20
"[9,60]",-9.938108662508299,6.175294267457496e-23
"[9,61]",-6.462369313135091,1.1906249860375518e-10
"[9,62]",-6.632356304327013,3.875073443861434e-11
"[9,63]",2.1679101419915416,0.030240415031074133
"[9,64]",1.8244651206972475,0.06817676790785734
"[9,65]",-6.54115301367155,7.100703498473098e-11
"[9,66]",-7.591768958037662,4.135083529740652e-14
"[9,67]",-4.237022968998547,2.3301817121524008e-05
"[9,68]",-4.819865984623682,1.5047498060326887e-06
"[9,69]",-0.6477990513715166,0.5171622900329232
"[9,70]",-1.3066959626354924,0.1914116835799591
"[9,71]",-6.212499575147177,5.901366482283579e-10
"[9,72]",-6.3792841058848175,2.040612773474371e-10
"[9,73]",-5.63883133079107,1.8638407105115755e-08
"[9,74]",-6.721632825501277,2.1258441062486866e-11
"[9,75]",-3.3716867331133313,0.0007561327324341685
"[9,76]",-4.869560996561597,1.173749505930661e-06
"[9,77]",-5.807292259987823,6.9831815696264105e-09
"[9,78]",-7.329641102170201,2.9208404357504975e-13
"[9,79]",-4.761488356411927,2.0086828911426944e-06
"[9,80]",-3.5835791474175216,0.00034407014936475844
"[9,81]",-1.6014217485436535,0.10938412953115982
"[9,82]",-0.9113691699239777,0.3621708511260846
"[9,83]",-6.205559712265566,6.164479232654729e-10
"[9,84]",-5.297484939914514,1.2550920693810402e-07
"[9,85]",-0.9010185159740591,0.36764757577341045
"[9,86]",-1.9359600502150733,0.05296224253414668
"[9,87]",-4.2669476791765115,2.0402242934401127e-05
"[9,88]",-3.9723679630210795,7.276006983691986e-05
"[9,89]",-5.599825217405377,2.3306213779696702e-08
"[9,90]",-5.4368665870193835,5.8376376256510025e-08
"[9,91]",0.9883213942821074,0.3230714204206062
"[9,92]",-0.9512024435524659,0.34157482724043
"[9,93]",-4.2576104077227175,2.1267905993475356e-05
"[9,94]",-2.3107838791732216,0.020909283638849283
"[9,95]",-3.282502571742012,0.0010401671575158368
"[9,96]",-3.2927616256232572,0.0010030756833175828
"[9,97]",2.4403097335942916,0.014729609690602018
"[9,98]",0.9620593485453615,0.33609387130633006
"[9,99]",0.008754842609313473,0.9930152916413586
"[9,100]",-0.8423329546493628,0.39966576142822663
"[9,101]",-1.867338545688212,0.06194743028810974
"[9,102]",-3.7034985593763454,0.00021630624586367158
"[9,103]",-2.6480942209520872,0.008135190166601127
"[9,104]",-3.6139341047364795,0.00030631829374840156
"[9,105]",-0.22150505410686164,0.8247136050972153
"[9,106]",-1.338551510145912,0.1808136277099203
"[9,107]",-1.3414719816738625,0.17986427090887816
"[9,108]",-3.205435844234986,0.0013621034951825347
"[9,109]",-0.25447767067643684,0.7991432163088175
"[9,110]",-0.9594835157097726,0.3373890930494168
"[9,111]",-1.4534486196789447,0.14619916752154513
"[9,112]",0.44517742398720905,0.6562222271414662
"[9,113]",0.6261525252349338,0.5312604154892209
"[9,114]",-0.13525058769265194,0.8924224203806701
"[9,115]",0.3480421237264629,0.7278318787136802
"[9,116]",-0.8731305244400221,0.38265870281950076
"[9,117]",0.9443706828198779,0.34505291551476136
"[9,118]",0.07975160768480857,0.9364398952564976
"[9,119]",-1.5290712380858593,0.12634751116986334
"[9,120]",0.36824503481383064,0.7127153557210314
"[9,121]",-2.716053004709244,0.006642727431470907
"[9,122]",-2.6539765363500094,0.007995047919220911
"[9,123]",-2.416391462981301,0.015731884022153184
"[9,124]",-5.603061289417573,2.2879302560603273e-08
"[9,125]",1.7692836246338985,0.07694360418505823
"[9,126]",-0.9514872646590725,0.3414303122981992
"[9,127]",2.469616826613369,0.01357859358931394
"[9,128]",2.723132964052296,0.006502362598320614
"[9,129]",2.4272289485926657,0.015270542258876108
"[9,130]",-0.5660124644036945,0.571425753934172
"[9,131]",-6.081545150979323,1.3338312460311023e-09
"[9,132]",-9.961481025942213,4.9179022710831746e-23
"[9,133]",2.8184630574361154,0.004855628232971887
"[9,134]",0.9843022724939091,0.3250427482935788
"[9,135]",1.2585168563502378,0.20829845933052282
"[9,136]",-0.4137058219682779,0.6791178161950302
"[9,137]",2.0184679588372996,0.04362740900277615
"[9,138]",3.1082824772242708,0.0018986239787777224
"[9,139]",2.983877092532938,0.0028681401378409972
"[9,140]",2.185170318565095,0.02895002465709919
"[9,141]",2.3148629934624214,0.02068461747681631
"[9,142]",4.134240226547924,3.6545156615737526e-05
"[9,143]",-1.9672834495468978,0.049238447411700983
"[9,144]",-0.7538640745877889,0.45098736952985874
"[9,145]",-3.099999960807898,0.0019523584387393929
"[9,146]",-2.879400248632855,0.004011281328067076
"[9,147]",2.4966418916812807,0.012588418031523536
"[9,148]",2.6505697545400797,0.008075946315681417
"[9,149]",-3.0849046683457715,0.002053899550274108
"[9,150]",-2.846444857458778,0.004449727314630884
"[9,151]",-0.10105609576775225,0.9195123820073602
"[9,152]",-0.5070966128531749,0.6121226410852996
"[9,153]",-0.13939414867385277,0.8891476354559622
"[9,154]",0.5372633409081969,0.5911237928882999
"[9,155]",-3.496514677904822,0.0004779120569863652
"[9,156]",-5.8926484230941085,4.203311147344948e-09
"[9,157]",-4.089884590900824,4.4242566064816265e-05
"[9,158]",-4.556642400626081,5.395918003273508e-06
"[9,159]",-0.34440403262419295,0.7305655199658341
"[9,160]",-2.8322051730146023,0.004652275298270478
"[9,161]",-11.423133136312336,1.2232955228094781e-29
"[9,162]",-11.458347417268493,8.285181113377474e-30
"[9,163]",-11.604979572915276,1.6164693182102932e-30
"[9,164]",-12.368145050693578,2.4191909640585187e-34
"[9,165]",-1.0715764954053395,0.2839926488834721
"[9,166]",-2.986385311825369,0.0028447842631676183
"[9,167]",0.8772174310389556,0.38043565927253375
"[9,168]",0.5142570639259748,0.6071084660874794
"[9,169]",-2.8452246863529234,0.004466764755107499
"[9,170]",-5.2397242283428325,1.7143805764616342e-07
"[9,171]",-8.065880506031046,1.0241848232690636e-15
"[9,172]",-8.077949810846155,9.296314316447e-16
"[9,173]",-3.373552888271405,0.0007510443901368492
"[9,174]",-6.82137809297282,1.0773758158224857e-11
"[9,175]",0.3623373574809267,0.717124329054378
"[9,176]",1.4350866282162014,0.1513620078225599
"[9,177]",7.775538881265712,1.0108764376137228e-14
"[9,178]",1.9164952760320375,0.05539276534307899
"[9,179]",0.14118784151825345,0.8877306076983342
"[9,180]",-2.0389662984798393,0.04153697161687996
"[9,181]",-3.535710403790344,0.00041255776389234323
"[9,182]",-3.0117137506103075,0.002618481400480019
"[9,183]",-3.4656476894055013,0.0005360478990125817
"[9,184]",-3.199215307787614,0.00139174083691273
"[9,185]",-2.9973639535851264,0.002744584793672223
"[9,186]",-0.419513965489624,0.6748692493387725
"[9,187]",1.0086234520840884,0.313232971784219
"[9,188]",2.9635126830744483,0.0030643501017578343
"[9,189]",-1.04155286811386,0.2976992160750573
"[9,190]",0.5278480383612529,0.5976421094259007
"[9,191]",-0.1893930454047339,0.8497970156814278
"[9,192]",-0.42261539502692175,0.6726048299509082
"[9,193]",1.4783582492731508,0.13941221396636713
"[9,194]",0.10503904232934377,0.9163515376924298
"[9,195]",-2.0120634067878846,0.044298507858466604
"[9,196]",-2.476323465476765,0.01332665078128701
"[9,197]",-1.385907768734063,0.16587348309762057
"[9,198]",-1.5299415125810507,0.12613193678886006
"[9,199]",-1.9695732387914318,0.048975075438002155
"[9,200]",-1.8924509233748839,0.058522827511296685
"[9,201]",-3.2623430103744773,0.001116779509835554
"[9,202]",-4.271697948752979,1.997482869374662e-05
